File Name,Cluster
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_52.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_53.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_54.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_55.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_56.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_57.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_59.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_61.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_66.png,0
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_67.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_70.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_71.png,23
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_74.png,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_76.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_78.png,13
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_8.png,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_81.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_82.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_85.jpg,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_91.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_92.jpg,16
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_93.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_94.png,4
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_97.png,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Building _Construction resumes\Image_99.png,20
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_1.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_10.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_11.png,22
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_12.png,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_13.png,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_14.png,6
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_15.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_16.png,15
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_17.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_2.png,15
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_21.png,15
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_22.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_23.png,23
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_24.gif,17
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_26.png,4
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_28.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_29.gif,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_3.png,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_31.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_35.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_36.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_38.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_39.jpg,16
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_41.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_41.png,4
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_42.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_42.png,15
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_44.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_46.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_54.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_56.png,20
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_57.png,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_58.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_58.png,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_59.jpg,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_6.png,23
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_62.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_63.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_64.png,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_65.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_67.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_67.png,6
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_7.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_70.png,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_72.png,9
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_73.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_76.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_77.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_77.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_78.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_78.png,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_79.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_79.png,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_8.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_80.png,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_81.png,22
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_82.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_82.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_83.png,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_84.jpg,16
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_85.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_87.png,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_89.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_9.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_94.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Business Analyst resumes\Image_99.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_10.png,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_100.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_11.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_12.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_13.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_14.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_14.png,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_15.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_16.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_16.png,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_17.png,22
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_18.jpg,16
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_18.png,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_19.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_19.png,10
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_2.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_2.png,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_20.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_20.png,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_21.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_22.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_22.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_24.jpg,9
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_25.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_27.jpg,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_28.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_3.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_3.png,0
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_30.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_32.png,0
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_34.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_35.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_36.png,13
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_38.jpg,22
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_4.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_4.png,15
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_40.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_42.jpg,23
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_43.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_44.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_45.png,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_46.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_46.png,4
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_47.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_49.png,23
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_5.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_5.png,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_50.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_51.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_52.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_53.jpg,20
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_53.png,17
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_55.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_56.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_57.jpg,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_58.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_59.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_60.png,22
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_61.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_62.jpg,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_62.png,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_63.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_68.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_7.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_7.png,0
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_71.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_72.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_75.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_76.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_77.png,21
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_78.jpg,16
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_8.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_81.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_82.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_82.png,23
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_84.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_85.jpg,16
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_86.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_87.png,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_88.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_9.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_90.png,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_91.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_93.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_94.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_95.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_97.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_97.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Civil Engineer resumes\Image_99.png,21
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_1.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_10.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_100.png,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_11.png,20
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_12.png,4
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_13.jpg,23
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_14.png,0
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_15.png,11
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_18.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_2.png,20
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_20.png,16
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_21.png,7
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_22.png,23
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_24.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_25.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_26.png,15
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_3.png,10
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_30.png,21
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_32.png,0
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_33.jpg,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_35.png,10
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_37.png,20
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_38.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_4.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_40.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_41.png,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_42.gif,20
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_43.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_45.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_46.png,17
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_47.png,21
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_48.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_49.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_5.png,6
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_54.png,7
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_55.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_56.png,21
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_57.png,11
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_58.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_6.jpg,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_60.jpg,8
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_61.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_62.png,17
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_64.jpeg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_65.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_66.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_69.png,20
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_7.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_70.png,13
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_71.png,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_72.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_73.png,5
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_74.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_75.jpg,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_76.png,22
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_77.jpg,16
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_78.png,13
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_8.jpg,22
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_80.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_82.jpg,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_83.jpg,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_85.gif,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_86.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_87.png,10
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_9.jpg,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_90.jpg,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_92.png,17
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_93.jpg,20
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_94.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_96.jpg,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_97.jpg,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_98.jpg,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\Consultant resumes\Image_99.jpg,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\data science resumes\Image_1.png,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\data science resumes\Image_10.png,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\data science resumes\Image_10_1.png,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\data science resumes\Image_11.jpg,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\data science resumes\Image_11.png,18
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\data science resumes\Image_11_1.png,12
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\data science resumes\Image_12.png,22
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\data science resumes\Image_12_1.png,2
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\data science resumes\Image_13.png,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\data science resumes\Image_13_1.png,1
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\data science resumes\Image_14.png,14
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\data science resumes\Image_14_1.png,22
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\data science resumes\Image_15.jpg,3
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\data science resumes\Image_15.png,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\data science resumes\Image_15_1.png,16
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\data science resumes\Image_16.png,19
C:\Users\Tanvi\Desktop\Resumes Datasets\Bing_images\data science resumes\Image_16_1.png,2
